time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-31 10:15:12.5500,0.011,-0.339,-1.028,0.46,0.76,-0.81,-0.55,-0.18,0.43
2022-01-31 10:17:33.9720,0.001,-0.327,-1.042,0.53,0.98,-0.01,-0.4,-0.36,0.32
2022-01-31 10:17:33.9820,-0.027,-0.306,-1.023,0.58,0.99,0.66,-0.25,-0.42,0.22
2022-01-31 10:17:33.9930,-0.053,-0.288,-1.007,0.58,0.99,0.66,-0.09,-0.39,0.14
2022-01-31 10:17:33.9990,-0.063,-0.282,-0.992,0.83,0.79,0.45,0.06,-0.31,0.09
2022-01-31 10:17:34.0120,-0.063,-0.285,-0.977,1.03,0.63,0.3,0.2,-0.24,0.07
2022-01-31 10:17:34.0220,-0.062,-0.28,-0.947,1.08,0.57,0.15,0.26,-0.22,0.02
2022-01-31 10:17:34.0320,-0.086,-0.264,-0.929,1.05,0.58,0.01,0.24,-0.27,-0.05
2022-01-31 10:17:34.0420,-0.093,-0.262,-0.925,1.04,0.49,-0.29,0.15,-0.29,-0.09
2022-01-31 10:17:34.0520,-0.071,-0.295,-0.889,1.26,0.31,-0.43,0.04,-0.18,-0.08
2022-01-31 10:17:34.0620,-0.046,-0.34,-0.859,1.26,0.32,-0.49,-0.05,0.01,-0.01
2022-01-31 10:17:34.0730,-0.039,-0.355,-0.887,1.02,0.68,-0.88,-0.09,0.2,0.08
2022-01-31 10:17:34.0830,-0.046,-0.323,-0.904,0.79,1.21,-0.8,-0.08,0.4,0.18
2022-01-31 10:17:34.0940,-0.024,-0.28,-0.903,0.79,1.21,-0.8,-0.03,0.58,0.28
2022-01-31 10:17:34.1040,0.003,-0.253,-0.906,0.88,0.86,-0.67,0.03,0.73,0.38
2022-01-31 10:17:34.1130,0.028,-0.253,-0.944,0.69,0.45,-0.69,0.11,0.8,0.5
2022-01-31 10:17:34.1230,0.042,-0.262,-0.958,0.5,0.2,-0.61,0.19,0.85,0.63
2022-01-31 10:17:34.1320,0.032,-0.261,-0.939,0.32,0.22,-0.22,0.27,0.92,0.73
2022-01-31 10:17:34.1430,0.017,-0.264,-0.927,0.28,0.26,-0.13,0.32,1.05,0.75
2022-01-31 10:17:34.1530,-0.017,-0.26,-0.941,0.48,0.23,-0.31,0.38,1.1,0.68
2022-01-31 10:17:34.1630,-0.061,-0.25,-1.002,0.7,0.22,-0.4,0.49,0.99,0.56
