time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-30 18:51:38.2580,0.094,-0.49,-0.69,0.85,-0.3,-1.73,-0.67,0.56,-0.21
2022-01-30 18:51:38.2670,0.111,-0.493,-0.685,0.65,-0.08,-1.51,-0.57,0.39,-0.18
2022-01-30 18:51:38.2760,0.117,-0.475,-0.657,0.55,-0.15,-1.71,-0.45,0.26,-0.16
2022-01-30 18:51:38.2870,0.12,-0.476,-0.645,0.53,-0.24,-1.99,-0.36,0.17,-0.13
2022-01-30 18:51:38.2970,0.121,-0.481,-0.669,0.52,-0.15,-1.99,-0.31,0.07,-0.11
2022-01-30 18:51:38.3070,0.125,-0.492,-0.705,0.5,-0.07,-1.67,-0.3,-0.08,-0.09
2022-01-30 18:51:38.3170,0.121,-0.5,-0.72,0.45,0.08,-1.41,-0.29,-0.23,-0.07
2022-01-30 18:51:38.3270,0.104,-0.492,-0.733,0.52,0.12,-1.32,-0.29,-0.36,-0.07
2022-01-30 18:51:38.3370,0.079,-0.486,-0.734,0.69,0.05,-1.22,-0.25,-0.44,-0.1
2022-01-30 18:51:38.3470,0.059,-0.49,-0.719,0.91,0.05,-1.3,-0.19,-0.41,-0.13
2022-01-30 18:51:38.3570,0.044,-0.495,-0.703,1.06,0.12,-1.48,-0.1,-0.26,-0.15
2022-01-30 18:51:38.3670,0.032,-0.493,-0.699,1.21,0.15,-1.6,-0.01,-0.03,-0.15
2022-01-30 18:51:38.3770,0.032,-0.481,-0.702,1.32,0.09,-1.61,0.08,0.26,-0.15
2022-01-30 18:51:38.3870,0.049,-0.481,-0.73,1.3,-0.03,-1.49,0.17,0.5,-0.15
2022-01-30 18:51:38.3970,0.075,-0.502,-0.79,1.15,0.04,-1.07,0.22,0.6,-0.16
2022-01-30 18:51:38.4070,0.118,-0.53,-0.867,0.89,0.28,-0.39,0.23,0.46,-0.17
2022-01-30 18:51:38.4170,0.153,-0.55,-0.914,0.48,0.52,0.36,0.19,0.14,-0.2
2022-01-30 18:51:38.4270,0.166,-0.558,-0.877,0.21,0.67,0.51,0.17,-0.19,-0.22
2022-01-30 18:51:38.4370,0.163,-0.555,-0.82,0.13,0.69,-0.02,0.16,-0.37,-0.21
2022-01-30 18:51:38.4470,0.152,-0.541,-0.793,0.18,0.62,-0.48,0.15,-0.42,-0.19
2022-01-30 18:51:38.4570,0.144,-0.53,-0.787,0.25,0.47,-0.65,0.13,-0.39,-0.18
2022-01-30 18:51:38.4670,0.129,-0.525,-0.782,0.33,0.38,-0.68,0.11,-0.29,-0.16
2022-01-30 18:51:38.4770,0.117,-0.513,-0.762,0.47,0.32,-0.78,0.1,-0.15,-0.11
2022-01-30 18:51:38.4870,0.105,-0.504,-0.751,0.59,0.18,-0.99,0.09,0.02,-0.04
