time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-30 18:53:30.7420,0.002,-0.545,-0.636,0.21,0.72,-2.12,-1.19,0.5,-0.48
2022-01-30 18:54:03.3360,0.008,-0.513,-0.694,0.19,0.56,-2.29,-1.2,0.47,-0.46
2022-01-30 18:54:03.3460,0.024,-0.481,-0.766,0.17,0.31,-1.55,-1.11,0.33,-0.46
2022-01-30 18:54:03.3550,0.047,-0.485,-0.807,0.02,0.22,-1.04,-0.96,0.18,-0.47
2022-01-30 18:54:03.3660,0.073,-0.497,-0.83,-0.18,0.42,-0.74,-0.76,0.12,-0.51
2022-01-30 18:54:03.3760,0.093,-0.499,-0.814,-0.4,0.57,-0.67,-0.76,0.15,-0.54
2022-01-30 18:54:03.3850,0.09,-0.492,-0.795,-0.49,0.6,-0.95,-0.39,0.16,-0.58
2022-01-30 18:54:03.3960,0.073,-0.48,-0.815,-0.35,0.56,-1.02,-0.39,0.16,-0.58
2022-01-30 18:54:03.4050,0.054,-0.467,-0.861,0.08,0.38,-0.25,-0.33,-0.11,-0.64
2022-01-30 18:54:03.4160,0.031,-0.459,-0.9,0.08,0.38,-0.25,-0.4,-0.25,-0.68
2022-01-30 18:54:03.4260,0.009,-0.426,-0.894,0.32,0.31,-0.02,-0.4,-0.29,-0.76
2022-01-30 18:54:03.4360,0.001,-0.373,-0.857,0.5,-0.12,-0.26,-0.4,-0.29,-0.76
2022-01-30 18:54:03.4460,0.017,-0.369,-0.825,0.51,-0.47,-0.65,-0.19,-0.14,-0.75
2022-01-30 18:54:03.4550,0.053,-0.396,-0.813,0.28,-0.32,-0.92,-0.07,-0.1,-0.63
2022-01-30 18:54:03.4660,0.092,-0.427,-0.839,-0.09,-0.03,-0.9,0.02,-0.14,-0.49
2022-01-30 18:54:03.4760,0.126,-0.456,-0.867,-0.44,0.29,-0.57,0.09,-0.18,-0.35
2022-01-30 18:54:03.4860,0.14,-0.477,-0.866,-0.73,0.54,-0.42,0.12,-0.22,-0.22
2022-01-30 18:54:03.4960,0.135,-0.492,-0.876,-0.79,0.71,-0.43,0.11,-0.28,-0.13
2022-01-30 18:54:03.5060,0.122,-0.506,-0.889,-0.73,0.84,-0.28,0.06,-0.33,-0.07
2022-01-30 18:54:03.5160,0.1,-0.517,-0.894,-0.6,0.97,-0.18,-0.04,-0.33,-0.04
2022-01-30 18:54:03.5260,0.072,-0.518,-0.892,-0.38,1.06,-0.18,-0.15,-0.29,-0.03
2022-01-30 18:54:03.5360,0.05,-0.513,-0.901,-0.14,1.04,-0.18,-0.29,-0.23,-0.03
2022-01-30 18:54:03.5460,0.037,-0.51,-0.917,0.03,1.04,-0.07,-0.41,-0.17,-0.03
2022-01-30 18:54:03.5560,0.034,-0.503,-0.937,0.1,1.02,0.1,-0.5,-0.09,-0.01
2022-01-30 18:54:03.5660,0.032,-0.504,-0.949,0.13,1.11,0.31,-0.53,0.03,0.03
2022-01-30 18:54:03.5770,0.033,-0.508,-0.952,0.13,1.11,0.31,-0.53,0.03,0.03
