time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
,-0.4,-0.493,-0.3,-0.41,-2.34,-3.54,0.16,1.53,0.75
2022-02-09 17:37:38.6580,-0.385,-0.541,-0.377,0.96,-2.24,-3.31,0.21,1.7,0.63
2022-02-09 17:37:38.6650,-0.283,-0.6,-0.459,0.13,-1.21,-1.85,0.42,1.84,0.71
2022-02-09 17:37:38.6750,-0.146,-0.664,-0.51,0.13,-1.21,-1.85,0.75,2.16,1.02
2022-02-09 17:37:38.6850,-0.033,-0.728,-0.542,-1.16,-0.59,-1.32,1.13,2.55,1.47
2022-02-09 17:37:38.6950,0.046,-0.724,-0.583,-3.04,0.07,-0.61,1.48,2.68,1.9
2022-02-09 17:37:38.7060,0.007,-0.639,-0.691,-3.04,0.07,-0.61,1.79,2.41,2.11
2022-02-09 17:37:38.7160,-0.074,-0.558,-0.856,-2.79,-0.76,0.4,2.15,1.78,2.17
2022-02-09 17:37:38.7260,-0.107,-0.506,-1.023,-1.98,-1.65,2.06,2.59,0.83,2.12
2022-02-09 17:37:38.7370,-0.121,-0.495,-1.125,-1.68,-2.26,3.83,2.85,-0.18,1.86
2022-02-09 17:37:38.7470,-0.183,-0.688,-0.939,-1.66,-2.61,5.23,2.58,-0.3,1.52
2022-02-09 17:37:38.7570,-0.348,-0.945,-0.638,-1.34,-1.08,4.0,2.04,0.53,1.23
2022-02-09 17:37:38.7660,-0.317,-1.084,-0.576,0.17,2.89,0.32,1.82,1.15,1.32
2022-02-09 17:37:38.7770,-0.159,-1.087,-0.637,0.17,2.89,0.32,1.8,1.12,1.62
2022-02-09 17:37:38.7860,-0.136,-1.021,-0.641,-1.5,3.01,1.01,1.59,0.73,1.84
2022-02-09 17:37:38.7960,-0.213,-0.962,-0.59,-1.97,2.36,1.24,1.1,0.31,1.92
2022-02-09 17:37:38.8060,-0.37,-0.922,-0.551,-1.44,1.75,0.86,0.48,-0.02,1.81
2022-02-09 17:37:38.8170,-0.523,-0.897,-0.537,-0.11,1.36,0.51,-0.18,-0.42,1.56
2022-02-09 17:37:38.8280,-0.59,-0.89,-0.561,1.3,1.14,0.36,-0.81,-1.21,1.35
2022-02-09 17:37:38.8370,-0.514,-0.9,-0.577,1.97,1.14,0.55,-1.37,-2.37,1.34
2022-02-09 17:37:38.8460,-0.392,-0.952,-0.454,1.19,1.31,0.77,-1.89,-3.29,1.58
2022-02-09 17:37:38.8570,-0.564,-1.015,-0.246,-0.3,1.9,-0.25,-2.3,-2.51,1.88
2022-02-09 17:37:38.8670,-0.991,-1.008,-0.109,0.53,2.69,-2.25,-2.11,-0.06,1.71
2022-02-09 17:37:38.8770,-1.1,-0.794,-0.162,4.61,3.02,-3.93,-1.52,2.69,1.01
2022-02-09 17:37:38.8870,-1.074,-0.588,-0.3,5.98,1.29,-3.71,-0.91,4.31,0.15
2022-02-09 17:37:38.8980,-1.172,-0.501,-0.872,5.89,-0.75,-2.88,-0.34,3.84,-0.92
2022-02-09 17:37:38.9080,-0.977,-0.543,-1.084,7.08,-1.73,2.28,-0.19,2.83,-1.8
2022-02-09 17:37:38.9180,-0.663,-0.644,-1.196,5.76,-1.51,4.53,-0.31,2.01,-2.27
2022-02-09 17:37:38.9270,-0.19,-0.804,-1.165,3.19,-0.59,5.76,-0.44,1.48,-2.05
2022-02-09 17:37:38.9380,0.109,-0.826,-1.132,-1.12,0.85,5.4,-0.4,1.29,-1.73
2022-02-09 17:37:38.9470,0.131,-0.855,-1.084,-4.24,1.22,5.01,-0.27,1.08,-1.39
2022-02-09 17:37:38.9570,0.081,-0.859,-1.003,-4.5,1.44,4.49,-0.02,0.97,-0.98
2022-02-09 17:37:38.9670,0.074,-0.864,-0.845,-3.85,1.47,3.73,0.25,1.18,-0.48
2022-02-09 17:37:38.9790,0.059,-0.833,-0.64,-3.6,1.52,2.24,0.43,1.89,-0.02
2022-02-09 17:37:38.9890,0.036,-0.79,-0.514,-3.39,1.21,0.23,0.51,2.69,0.31
2022-02-09 17:37:38.9990,0.018,-0.682,-0.609,-3.02,0.8,-1.24,0.5,3.03,0.44
2022-02-09 17:37:39.0080,0.07,-0.55,-0.786,-2.67,-0.19,-0.59,0.42,2.83,0.39
2022-02-09 17:37:39.0190,0.163,-0.486,-0.894,-2.91,-1.53,1.09,0.3,2.45,0.3
2022-02-09 17:37:39.0280,0.258,-0.519,-0.817,-3.66,-2.29,2.3,0.13,2.24,0.4
2022-02-09 17:37:39.0380,0.348,-0.644,-0.597,-4.45,-2.11,1.74,-0.09,2.44,0.88
2022-02-09 17:37:39.0490,0.374,-0.785,-0.388,-5.25,-0.95,-0.32,-0.39,2.58,1.63
2022-02-09 17:37:39.0590,0.087,-0.812,-0.598,-5.67,0.5,-2.8,-0.59,2.57,2.12
2022-02-09 17:37:39.0690,-0.243,-0.713,-0.381,-2.9,1.03,-0.79,-0.81,3.08,1.48
2022-02-09 17:37:39.0780,-1.063,-0.571,-0.576,-0.41,0.2,-2.77,-0.79,2.83,-0.02
2022-02-09 17:37:39.0890,-0.614,-0.18,-0.973,8.44,-0.87,-2.02,-0.5,2.2,-1.15
2022-02-09 17:37:39.1000,-0.129,-0.06,-0.792,5.55,-4.62,2.74,-0.04,1.61,-1.75
2022-02-09 17:37:39.1090,0.001,-0.336,-0.909,0.35,-6.27,0.81,0.46,1.44,-1.5
2022-02-09 17:37:39.1190,0.197,-0.686,-0.915,-0.76,-4.02,1.77,0.9,1.72,-0.69
2022-02-09 17:37:39.1300,0.347,-0.728,-0.858,-2.47,-0.43,2.08,1.2,1.91,0.13
2022-02-09 17:37:39.1390,0.431,-0.621,-0.85,-3.86,0.28,1.53,1.25,1.74,0.7
