time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
,0.112,-0.266,-0.69,1.32,0.59,-1.97,-1.67,1.76,0.17
2022-01-28 14:2:50.0830,0.184,-0.22,-0.893,0.77,0.38,-2.7,-1.61,1.57,0.14
2022-01-28 14:2:50.0900,0.217,-0.292,-0.977,-0.49,1.07,-0.08,-1.47,1.3,0.17
2022-01-28 14:2:50.0960,0.281,-0.297,-0.947,-0.49,1.07,-0.08,-1.31,0.97,0.2
2022-01-28 14:2:50.1060,0.312,-0.295,-0.952,-0.78,1.12,-0.04,-1.31,0.97,0.2
2022-01-28 14:2:50.1160,0.307,-0.299,-0.931,-0.67,1.31,-0.23,-1.05,0.44,0.37
2022-01-28 14:2:50.1270,0.297,-0.285,-0.94,-0.55,1.25,-0.21,-0.95,0.28,0.47
2022-01-28 14:2:50.1370,0.273,-0.301,-0.949,-0.31,1.46,-0.06,-0.85,0.36,0.57
2022-01-28 14:2:50.1480,0.224,-0.334,-0.886,0.9111347776651383,2.21,-1.24,-0.76,0.72,0.69
2022-01-28 14:2:50.1570,0.152,-0.365,-0.827,0.91,2.21,-1.24,-0.76,1.28,0.77
2022-01-28 14:2:50.1670,0.104,-0.351,-0.827,1.61,1.33,-0.5,-0.76,1.28,0.77
2022-01-28 14:2:50.1780,0.119,-0.244,-0.915,1.61,1.33,-0.5,-0.99,1.84,0.29
2022-01-28 14:2:50.1870,0.172,-0.139,-0.974,1.13,0.02,0.08,-1.02,1.88,-0.15
2022-01-28 14:2:50.1980,0.2,-0.109,-0.949,1.13,0.02,0.08,-0.93,1.85,-0.47
2022-01-28 14:2:50.2070,0.236,-0.123,-0.935,0.98,0.24,-0.04,-0.76,1.71,-0.63
2022-01-28 14:2:50.2170,0.279,-0.135,-0.921,0.44,0.47,-0.36,-0.57,1.49,-0.65
2022-01-28 14:2:50.2280,0.321,-0.123,-0.889,0.44,0.47,-0.36,-0.41,1.16,-0.61
2022-01-28 14:2:50.2370,0.356,-0.084,-0.906,0.22,0.18,-0.26,-0.41,1.16,-0.61
2022-01-28 14:2:50.2480,0.419,-0.036,-0.994,-0.27,-0.25,0.6,-0.14,-0.15,-0.63
2022-01-28 14:2:50.2570,0.494,-0.009,-1.032,-1.02,-0.5,1.07,0.02,-0.8,-0.69
2022-01-28 14:2:50.2670,0.53,0.011,-1.012,-1.49,-0.87,0.34,0.02,-0.8,-0.7468292117118835
2022-01-28 14:2:50.2780,0.512,0.033,-0.954,-1.49,-0.87,0.34,0.45,-1.31,-0.73
2022-01-28 14:2:50.2870,0.453,0.057,-0.881,-0.6,-1.38,-0.8,0.62,-1.17,-0.62
