time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
,0.322,-0.309,-0.856,-0.17,0.75,-0.87,-0.89,0.52,-0.5
2022-01-28 14:0:26.3240,0.37,-0.301,-0.962,-0.23,1.19,-0.86,-0.65,0.57,-0.32
2022-01-28 14:0:26.3300,0.417,-0.288,-1.029,-1.25,1.35,1.23,-0.3,0.51,-0.17
2022-01-28 14:0:26.3370,0.443,-0.297,-1.068,-1.25,1.35,1.23,0.12,0.32,-0.07
2022-01-28 14:0:26.3470,0.457,-0.298,-1.113,-1.37,1.36,1.69,0.53,0.05,-0.01
2022-01-28 14:0:26.3570,0.459,-0.302,-1.15,-1.39,1.37,2.07,0.92,-0.19,0.01
2022-01-28 14:0:26.3670,0.449,-0.291,-1.16,-1.2,0.95,2.16,1.27,-0.3,0.02
2022-01-28 14:0:26.3780,0.435,-0.277,-1.153,-1.23,0.75,2.28,1.27,-0.3,0.02
2022-01-28 14:0:26.3880,0.438,-0.272,-1.166,-1.4884426581859589,0.64,2.53,1.82,-0.18,0.06
2022-01-28 14:0:26.3980,0.466,-0.278,-1.188,-1.49,0.64,2.53,1.93,-0.1,0.09
2022-01-28 14:0:26.4080,0.503,-0.29,-1.203,-1.91,0.56,2.73,1.93,-0.1,0.09
2022-01-28 14:0:26.4180,0.491,-0.326,-1.178,-2.84,0.41,2.79,1.76,0.15,-0.07
2022-01-28 14:0:26.4280,0.615,-0.304,-1.206,-3.26,0.96,2.75,1.4,0.38,-0.16
2022-01-28 14:0:26.4380,0.633,-0.394,-1.181,-3.26,0.96,2.75,1.09,0.75,-0.0
2022-01-28 14:0:26.4470,0.539,-0.506,-1.153,-2.23,2.09,2.4,0.81,1.1,0.21
2022-01-28 14:0:26.4580,0.571,-0.502,-1.203,-2.33,2.05,2.93,0.59,1.34,0.33
2022-01-28 14:0:26.4680,0.622,-0.468,-1.262,-2.78,0.97,4.24,0.46,1.35,0.4
2022-01-28 14:0:26.4780,0.632,-0.396,-1.324,-2.77,0.22,4.58,0.46,1.14,0.42
2022-01-28 14:0:26.4890,0.64,-0.33,-1.349,-2.77,0.22,4.58,0.58,0.79,0.49
2022-01-28 14:0:26.4980,0.618,-0.313,-1.342,-2.55,-0.06,4.6,0.58,0.79,0.49
2022-01-28 14:0:26.5080,0.571,-0.287,-1.301,-1.74,-0.97,3.64,1.13,0.02,0.76
2022-01-28 14:0:26.5190,0.538,-0.233,-1.23,-1.47,-1.7,2.95,1.44,-0.19,0.85
2022-01-28 14:0:26.5280,0.505,-0.175,-1.154,-1.06,-2.25,2.27,1.66,-0.25,0.9
2022-01-28 14:0:26.5380,0.455,-0.14,-1.082,-1.06,-2.25,2.27,1.76,-0.25,0.95
2022-01-28 14:0:26.5480,0.4,-0.137,-1.024,-0.56,-2.49,1.74,1.75,-0.23,1.0
2022-01-28 14:0:26.5580,0.376,-0.144,-0.978,-0.33,-2.6,1.34,1.75,-0.23,1.0
2022-01-28 14:0:26.5680,0.383,-0.15,-0.942,-0.45,-2.71,1.05,1.5,-0.19,1.04
2022-01-28 14:0:26.5780,0.385,-0.163,-0.885,-0.55,-2.75,0.56,1.32,-0.03,1.04
2022-01-28 14:0:26.5880,0.39,-0.185,-0.814,-0.62,-2.68,-0.04,1.15,0.35,0.98
2022-01-28 14:0:26.5980,0.37,-0.2,-0.773,-0.53,-2.67,-0.51,1.02,0.54,0.98
2022-01-28 14:0:26.6070,0.331,-0.241,-0.796,-0.12,-2.41,-0.16,0.86,0.77,0.96
2022-01-28 14:0:26.6170,0.319,-0.256,-0.723,0.02,-2.31,-0.78,0.67,1.0,0.9
2022-01-28 14:0:26.6270,0.294,-0.262,-0.705,0.27,-2.35,-0.96,0.67,1.0,0.9
2022-01-28 14:0:26.6370,0.272,-0.282,-0.703,0.55,-2.23,-0.91,0.28,1.19,0.68
2022-01-28 14:0:26.6470,0.252,-0.291,-0.693,0.81,-2.17,-0.95,0.15,1.19,0.55
2022-01-28 14:0:26.6570,0.252,-0.305,-0.671,0.9,-2.09,-1.11,0.06,1.17,0.45
2022-01-28 14:0:26.6670,0.249,-0.327,-0.663,0.97,-1.88,-1.17,0.02,1.07,0.37
2022-01-28 14:0:26.6770,0.242,-0.322,-0.649,1.12,-1.91,-1.23,0.01,0.98,0.31
2022-01-28 14:0:26.6870,0.253,-0.321,-0.613,1.08,-1.96,-1.54,0.02,0.9,0.27
2022-01-28 14:0:26.6970,0.264,-0.338,-0.585,1.03,-1.81,-1.8,0.02,0.84,0.27
2022-01-28 14:0:26.7070,0.274,-0.349,-0.564,0.98,-1.71,-1.98,0.01,0.81,0.28
2022-01-28 14:0:26.7180,0.268,-0.352,-0.542,1.06,-1.68,-2.14,-0.01,0.83,0.32
2022-01-28 14:0:26.7280,0.258,-0.359,-0.507,1.21,-1.63,-2.47,-0.02,0.85,0.39
2022-01-28 14:0:26.7380,0.256,-0.364,-0.5,1.28,-1.59,-2.54,-0.02,0.82,0.44
2022-01-28 14:0:26.7480,0.261,-0.365,-0.508,1.28,-1.59,-2.43,0.01,0.72,0.45
2022-01-28 14:0:26.7580,0.259,-0.376,-0.511,1.32,-1.51,-2.37,0.03,0.58,0.44
2022-01-28 14:0:26.7680,0.25,-0.39,-0.518,1.42,-1.4,-2.29,0.03,0.4,0.41
2022-01-28 14:0:26.7790,0.248,-0.409,-0.523,1.46,-1.23,-2.21,0.03,0.4,0.41
2022-01-28 14:0:26.7890,0.243,-0.433,-0.514,1.5,-1.02,-2.28,-0.01,0.22,0.39
2022-01-28 14:0:26.7990,0.241,-0.453,-0.521,1.52,-0.82,-2.24,-0.16,-0.08,0.34
2022-01-28 14:0:26.8090,0.235,-0.464,-0.54,1.55,-0.7,-2.06,-0.22,-0.25,0.33
2022-01-28 14:0:26.8190,0.227,-0.461,-0.557,1.6,-0.71,-1.92,-0.26,-0.44,0.33
2022-01-28 14:0:26.8290,0.217,-0.458,-0.579,1.64,-0.74,-1.74,-0.27,-0.64,0.35
2022-01-28 14:0:26.8390,0.196,-0.456,-0.595,1.98,-0.85,-1.61,-0.21,-0.77,0.4
2022-01-28 14:0:26.8490,0.167,-0.445,-0.598,2.08,-0.94,-1.49,-0.11,-0.85,0.44
2022-01-28 14:0:26.8600,0.15,-0.437,-0.616,2.08,-0.94,-1.49,0.01,-0.91,0.42
2022-01-28 14:0:26.8700,0.14,-0.444,-0.638,2.09,-0.9,-1.3,0.14,-0.96,0.34
2022-01-28 14:0:26.8790,0.14,-0.452,-0.654,1.98,-0.79,-1.15,0.24,-0.99,0.22
2022-01-28 14:0:26.8890,0.132,-0.459,-0.654,1.99,-0.77,-1.38,0.3,-0.95,0.11
2022-01-28 14:0:26.9000,0.124,-0.464,-0.632,1.99,-0.77,-1.38,0.27,-0.88,0.04
