time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
Time,0.06,-0.421,-0.779,0.93,0.7,-1.18,-0.63,-0.19,-1.7
2022-01-27 8:41:35.3140,0.104,-0.429,-0.864,0.77,0.16,-1.41,-0.63,-0.19,-1.7
2022-01-27 8:41:35.3200,0.149,-0.444,-0.947,0.42,0.09,-0.71,-0.4,-0.43,-1.7
2022-01-27 8:41:35.3300,0.183,-0.449,-1.011,-0.02,0.34,0.12,-0.24,-0.75,-1.72
2022-01-27 8:41:35.3400,0.217,-0.437,-1.056,-0.39,0.46,0.81,-0.24,-0.75,-1.72
2022-01-27 8:41:35.3500,0.249,-0.425,-1.097,-1.15,0.29,1.69,0.17,-1.48,-1.76
2022-01-27 8:41:35.3600,0.27,-0.432,-1.122,-1.15,0.29,1.69,0.38,-1.76,-1.7
2022-01-27 8:41:35.3700,0.278,-0.445,-1.121,-1.73,0.36,2.1,0.59,-1.87,-1.6
2022-01-27 8:41:35.3800,0.263,-0.455,-1.106,-1.73,0.36,2.1,0.76,-1.78,-1.49
2022-01-27 8:41:35.3900,0.23,-0.461,-1.088,-1.77,0.43,2.0,0.76,-1.78,-1.49
2022-01-27 8:41:35.4000,0.2,-0.469,-1.076,-1.57,0.42,1.85,0.97,-1.18,-1.29
2022-01-27 8:41:35.4100,0.178,-0.475,-1.093,-1.29,0.41,1.71,0.97,-0.92,-1.23
2022-01-27 8:41:35.4200,0.163,-0.479,-1.124,-1.08,0.41,1.79,0.87,-0.71,-1.2
2022-01-27 8:41:35.4300,0.154,-0.481,-1.136,-0.92,0.39,2.13,0.7049778699874878,-0.53,-1.2
2022-01-27 8:41:35.4400,0.15,-0.478,-1.126,-0.8,0.38,2.35,0.5,-0.37,-1.2
2022-01-27 8:41:35.4500,0.149,-0.472,-1.127,-0.67,0.28,2.27,0.28,-0.28,-1.22
2022-01-27 8:41:35.4690,0.156,-0.466,-1.128,-0.68,0.21,2.34,0.28,-0.28,-1.22
