time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-30 16:33:03.9010,0.146,-0.304,-0.984,0.37,0.49,2.34,0.23,0.04,0.55
2022-01-30 16:33:11.7760,0.149,-0.293,-0.873,0.72,-0.53,0.99,0.71,-0.51,0.43
2022-01-30 16:33:11.7860,0.148,-0.305,-0.857,0.63,-0.77,-0.25,1.09,-1.07,0.25
2022-01-30 16:33:11.7970,0.135,-0.35,-0.819,0.52,-0.79,-0.42,1.32,-1.5,0.13
2022-01-30 16:33:11.8070,0.099,-0.387,-0.753,0.48,-0.5,-0.75,1.38,-1.69,0.09
2022-01-30 16:33:11.8070,0.064,-0.374,-0.618,0.67,-0.21,-1.31,1.29,-1.54,0.12
2022-01-30 16:33:11.8170,0.035,-0.327,-0.459,0.89,-0.39,-2.52,1.09,-1.15,0.17
2022-01-30 16:33:11.8370,0.016,-0.279,-0.36,1.07,-0.92,-4.09,0.81,-0.69,0.23
2022-01-30 16:33:11.8470,0.004,-0.24,-0.326,1.21,-1.47,-5.12,0.5,-0.26,0.32
2022-01-30 16:33:11.8570,0.006,-0.212,-0.321,1.3,-1.91,-5.51,0.26,0.08,0.4
2022-01-30 16:33:11.8570,0.016,-0.185,-0.322,1.29,-2.22,-5.55,0.11,0.32,0.45
2022-01-30 16:33:11.8770,0.027,-0.16,-0.33,1.2,-2.5,-5.54,0.03,0.49,0.48
2022-01-30 16:33:11.8770,0.033,-0.145,-0.349,1.12,-2.76,-5.46,0.04,0.53,0.48
2022-01-30 16:33:11.8970,0.035,-0.134,-0.398,1.08,-2.92,-5.3,0.15,0.47,0.48
2022-01-30 16:33:11.9070,0.045,-0.142,-0.411,1.08,-3.07,-4.81,0.35,0.46,0.5
2022-01-30 16:33:11.9170,0.058,-0.17,-0.377,1.01,-3.05,-4.59,0.59,0.53,0.56
2022-01-30 16:33:11.9270,0.068,-0.187,-0.353,0.85,-2.73,-5.05,0.85,0.69,0.6
2022-01-30 16:33:11.9270,0.09,-0.162,-0.302,0.85,-2.73,-5.05,1.09,0.94,0.56
2022-01-30 16:33:11.9380,0.091,-0.152,-0.29,0.68,-3.05,-5.48,1.25,1.18,0.45
2022-01-30 16:33:11.9470,0.109,-0.176,-0.351,0.74,-3.3,-5.59,1.28,1.31,0.3
2022-01-30 16:33:11.9570,0.163,-0.229,-0.535,0.69,-3.21,-5.02,1.15,1.06,0.13
2022-01-30 16:33:11.9670,0.247,-0.346,-0.833,0.29,-2.83,-3.33,0.86,0.54,0.05
2022-01-30 16:33:11.9770,0.319,-0.504,-1.015,-0.47,-1.85,-0.39,0.53,0.14,0.05
2022-01-30 16:33:11.9870,0.324,-0.578,-1.086,-1.23,-0.31,1.64,0.31,-0.05,0.08
Time,0.287,-0.602,-1.145,-1.37,0.51,2.4,0.26,0.08,0.1
