time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-02-08 11:22:33.4600,0.012,-0.153,-0.944,-0.03,-0.59,-0.04,-0.11,-0.23,1.02
2022-02-08 11:22:33.4730,0.016,-0.173,-0.919,0.1,-0.87,-0.15,-0.08,-0.14,1.03
2022-02-08 11:22:33.4800,0.003,-0.164,-0.904,-0.03,-0.63,-0.42,-0.03,-0.03,1.04
2022-02-08 11:22:33.4900,0.001,-0.15,-0.906,0.03,-0.57,-0.63,0.03,0.1,1.06
2022-02-08 11:22:33.5000,-0.014,-0.17,-0.895,0.09,-0.75,-0.7,0.06,0.22,1.05
2022-02-08 11:22:33.5100,0.008,-0.192,-0.876,0.15,-0.73,-0.67,0.08,0.39,1.11
2022-02-08 11:22:33.5200,0.043,-0.21,-0.863,0.23,-0.5,-0.87,0.05,0.5,1.19
2022-02-08 11:22:33.5300,0.042,-0.22,-0.893,-0.16,-0.29,-1.05,0.01,0.53,1.27
2022-02-08 11:22:33.5400,0.059,-0.208,-0.931,-0.25,-0.17,-0.98,0.01,0.53,1.33
2022-02-08 11:22:33.5500,0.055,-0.171,-0.948,-0.3,-0.13,-0.57,0.02,0.52,1.35
2022-02-08 11:22:33.5610,0.026,-0.153,-0.973,-0.42,-0.44,-0.31,0.04,0.51,1.31
2022-02-08 11:22:33.5710,0.004,-0.161,-0.978,-0.18,-0.75,-0.14,0.07,0.51,1.26
2022-02-08 11:22:33.5810,0.004,-0.174,-0.958,0.1,-0.78,0.1,0.08,0.5,1.2
2022-02-08 11:22:33.5910,0.014,-0.199,-0.924,0.25,-0.7,-0.03,0.05,0.52,1.17
2022-02-08 11:22:33.6010,0.018,-0.225,-0.909,0.19,-0.5,-0.28,0.0,0.49,1.15
2022-02-08 11:22:33.6110,0.013,-0.239,-0.901,0.12,-0.25,-0.59,-0.07,0.4,1.16
2022-02-08 11:22:33.6210,0.01,-0.243,-0.875,0.15,-0.03,-0.61,-0.17,0.36,1.16
2022-02-08 11:22:33.6310,0.034,-0.253,-0.883,0.22,0.04,-0.85,-0.25,0.38,1.17
2022-02-08 11:22:33.6410,0.069,-0.243,-0.928,0.16,0.15,-0.97,-0.29,0.38,1.21
2022-02-08 11:22:33.6510,0.069,-0.227,-0.968,-0.2,0.2,-0.69,-0.3,0.32,1.24
2022-02-08 11:22:33.6610,0.043,-0.207,-0.989,-0.39,0.06,-0.23,-0.29,0.24,1.24
2022-02-08 11:22:33.6710,0.0,-0.175,-1.01,-0.25,-0.08,0.05,-0.24,0.15,1.19
2022-02-08 11:22:33.6820,-0.035,-0.154,-1.029,0.1,-0.32,0.23,-0.12,0.09,1.1
2022-02-08 11:22:33.6920,-0.033,-0.179,-1.011,0.49,-0.62,0.46,0.03,0.06,1.01
2022-02-08 11:22:33.7020,0.015,-0.257,-0.909,0.68,-0.64,0.52,0.1,0.1,1.02
2022-02-08 11:22:33.7120,-0.011,-0.238,-0.819,0.39,-0.13,-0.03,0.11,0.14,1.02
2022-02-08 11:22:33.7220,-0.017,-0.194,-0.766,0.09,0.39,-1.16,0.09,0.25,0.98
2022-02-08 11:22:33.7320,0.057,-0.232,-0.706,0.58,-0.25,-1.79,0.02,0.36,0.99
2022-02-08 11:22:33.7420,0.084,-0.253,-0.669,0.04,-0.19,-2.3,-0.08,0.4,1.04
2022-02-08 11:22:33.7520,0.114,-0.257,-0.725,-0.42,0.18,-2.9,-0.09,0.4,1.1
2022-02-08 11:22:33.7620,0.135,-0.238,-0.75,-0.66,0.28,-2.81,-0.02,0.5,1.15
2022-02-08 11:22:33.7720,0.186,-0.218,-0.76,-0.89,0.2,-2.17,0.12,0.55,1.16
2022-02-08 11:22:33.7820,0.227,-0.192,-0.883,-1.15,-0.04,-2.28,0.27,0.27,1.17
2022-02-08 11:22:33.7920,0.228,-0.203,-0.935,-1.79,-0.25,-1.51,0.4,-0.18,1.2
2022-02-08 11:22:33.8020,0.253,-0.261,-0.957,-1.84,-0.57,-0.42,0.59,-0.89,1.29
2022-02-08 11:22:33.8120,0.2,-0.174,-0.907,-2.39,0.02,-0.37,0.72,-1.7,1.31
2022-02-08 11:22:33.8220,0.236,-0.112,-0.656,-2.23,-0.25,-0.02,0.72,-2.29,1.24
2022-02-08 11:22:33.8330,0.257,-0.077,-0.397,-2.37,-1.22,-1.72,0.6,-2.51,1.13
2022-02-08 11:22:33.8430,0.172,-0.099,-0.22,-3.13,-1.66,-4.33,0.38,-2.35,1.02
2022-02-08 11:22:33.8530,0.137,-0.15,-0.16,-3.0,-1.88,-6.55,0.05,-1.94,1.02
2022-02-08 11:22:33.8630,0.129,-0.115,-0.152,-2.41,-1.29,-7.68,-0.42,-1.31,1.05
2022-02-08 11:22:33.8730,0.138,-0.088,-0.201,-2.49,-1.14,-7.89,-1.14,-0.64,1.09
2022-02-08 11:22:33.8830,0.179,-0.274,-0.252,-2.46,-1.54,-7.85,-1.95,0.35,1.4
2022-02-08 11:22:33.8930,0.212,-0.334,-0.53,-2.76,-0.66,-7.21,-2.33,1.26,1.97
2022-02-08 11:22:33.9030,-0.067,-0.028,-0.998,-3.18,1.65,-6.26,-2.13,2.16,2.08
2022-02-08 11:22:33.9130,-0.146,0.147,-1.304,-1.93,0.16,-2.02,-1.66,2.84,1.98
2022-02-08 11:22:33.9230,-0.104,0.245,-1.431,0.78,-3.32,3.79,-1.17,3.41,1.73
2022-02-08 11:22:33.9330,-0.128,0.252,-1.603,1.1,-4.08,5.14,-0.68,3.59,1.48
2022-02-08 11:22:33.9430,-0.011,0.135,-1.683,1.1,-4.08,5.14,-0.24,3.46,1.48
