time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-31 10:14:02.6380,-0.221,-0.171,-0.817,0.9,0.33,-1.73,-1.13,-0.79,-0.56
2022-01-31 10:14:02.6480,-0.286,-0.096,-0.868,1.5,-0.16,-1.6,-1.02,-0.68,-0.76
2022-01-31 10:14:02.6590,-0.34,-0.048,-0.932,2.1,-0.81,-1.12,-0.85,-0.62,-1.03
2022-01-31 10:14:02.6690,-0.378,-0.031,-0.993,2.58,-1.21,-0.5,-0.64,-0.55,-1.28
2022-01-31 10:14:02.6790,-0.342,-0.09,-1.037,2.93,-1.33,0.1,-0.45,-0.42,-1.4
2022-01-31 10:14:02.6890,-0.255,-0.178,-1.021,2.57,-0.73,0.52,-0.32,-0.21,-1.38
2022-01-31 10:14:02.6990,-0.196,-0.214,-0.979,1.72,0.16,0.36,-0.28,-0.08,-1.28
2022-01-31 10:14:02.7090,-0.141,-0.204,-0.978,1.16,0.53,-0.05,-0.28,-0.08,-1.28
2022-01-31 10:14:02.7190,-0.184,-0.168,-0.976,0.63,0.46,-0.07,-0.42,-0.21,-1.18
2022-01-31 10:14:02.7290,-0.317,-0.127,-0.941,1.04,0.14,-0.1,-0.59,-0.35,-1.27
2022-01-31 10:14:02.7400,-0.341,-0.115,-0.933,2.33,-0.21,-0.44,-0.72,-0.51,-1.3
2022-01-31 10:14:02.7490,-0.245,-0.172,-0.993,2.52,-0.26,-0.53,-0.8,-0.69,-1.21
2022-01-31 10:14:02.7590,-0.204,-0.244,-1.001,1.53,0.37,0.06,-0.92,-0.88,-1.1
2022-01-31 10:14:02.7690,-0.177,-0.27,-1.006,1.05,1.15,0.13,-1.02,-1.09,-0.91
2022-01-31 10:14:02.7790,-0.061,-0.279,-1.073,0.67,1.5,0.18,-1.0,-1.19,-0.63
2022-01-31 10:14:02.7900,-0.017,-0.302,-1.155,-0.57,1.68,0.84,-0.79,-1.11,-0.31
2022-01-31 10:14:02.8000,-0.035,-0.329,-1.258,-1.1,1.96,1.65,-0.36,-0.95,-0.07
2022-01-31 10:14:02.8100,-0.078,-0.325,-1.366,-1.01,2.25,2.67,0.18,-0.92,-0.02
2022-01-31 10:14:02.8200,-0.125,-0.287,-1.391,-0.68,2.16,3.75,0.71,-0.88,-0.18
2022-01-31 10:14:02.8300,-0.17,-0.172,-1.275,-0.29,1.7,4.01,1.12,-0.65,-0.39
2022-01-31 10:14:02.8400,-0.237,-0.049,-1.096,0.1,0.45,2.9,1.33,-0.28,-0.55
2022-01-31 10:14:02.8500,-0.344,-0.039,-0.95,0.75,-0.9,1.16,1.37,0.14,-0.78
2022-01-31 10:14:02.8600,-0.441,-0.107,-0.87,1.84,-1.14,-0.25,1.28,0.46,-1.05
2022-01-31 10:14:02.8700,-0.491,-0.19,-0.805,2.87,-0.6,-1.03,1.05,0.68,-1.3
2022-01-31 10:14:02.8800,-0.439,-0.252,-0.761,3.46,0.1,-1.66,0.72,0.86,-1.48
2022-01-31 10:14:02.8910,-0.31,-0.258,-0.751,3.05,0.63,-2.09,0.39,0.96,-1.55
2022-01-31 10:14:02.9000,-0.159,-0.243,-0.815,1.92,0.64,-2.2,0.1,1.0,-1.48
2022-01-31 10:14:02.9110,-0.053,-0.205,-0.823,0.55,0.48,-1.58,-0.14,1.01,-1.37
2022-01-31 10:14:02.9200,-0.007,-0.189,-0.831,-0.36,0.12,-1.52,-0.33,1.03,-1.28
2022-01-31 10:14:02.9310,-0.01,-0.203,-0.825,-0.68,-0.01,-1.46,-0.46,1.09,-1.2
2022-01-31 10:14:02.9410,-0.045,-0.224,-0.818,-0.53,0.16,-1.53,-0.52,1.17,-1.11
2022-01-31 10:14:02.9510,-0.058,-0.239,-0.859,-0.05,0.41,-1.61,-0.51,1.3,-0.95
2022-01-31 10:14:02.9610,-0.047,-0.277,-0.908,0.23,0.61,-1.23,-0.42,1.51,-0.73
2022-01-31 10:14:02.9710,-0.031,-0.291,-0.936,0.29,1.01,-0.75,-0.28,1.85,-0.57
2022-01-31 10:14:02.9810,-0.0,-0.233,-0.948,0.35,1.16,-0.49,0.03,2.54,-0.43
2022-01-31 10:14:02.9910,0.059,-0.198,-1.078,0.3,0.58,-0.36,0.43,2.52,-0.31
2022-01-31 10:14:03.0010,0.113,-0.204,-1.153,-0.03,0.18,0.94,0.78,2.4,-0.19
2022-01-31 10:14:03.0110,0.189,-0.25,-1.193,-0.35,0.15,1.7,1.0,1.95,0.01
2022-01-31 10:14:03.0220,0.24,-0.328,-1.171,-0.92,0.51,2.13,1.08,1.43,0.22
2022-01-31 10:14:03.0310,0.226,-0.328,-1.053,-1.3,1.16,1.95,1.08,0.82,0.42
2022-01-31 10:14:03.0420,0.171,-0.354,-0.981,-1.13,1.06,0.82,1.08,0.82,0.42
2022-01-31 10:14:03.0520,0.112,-0.359,-0.976,-0.65,1.2,0.13,1.15,-1.25,0.4
2022-01-31 10:14:03.0620,0.145,-0.335,-0.94,-0.24,1.14,0.09,1.03,-2.46,0.06
2022-01-31 10:14:03.0720,0.156,-0.249,-0.867,-0.83,0.82,-0.26,0.62,-3.51,-0.44
2022-01-31 10:14:03.0820,0.124,-0.247,-0.78,-1.29,-0.06,-0.99,0.04,-4.27,-0.89
2022-01-31 10:14:03.0920,0.09,-0.288,-0.715,-1.36,-0.06,-1.84,-0.52,-4.11,-0.88
2022-01-31 10:14:03.1020,0.139,-0.276,-0.614,-1.36,0.41,-2.49,-1.25,-2.44,0.15
2022-01-31 10:14:03.1120,0.106,-0.273,-0.674,-2.02,0.44,-3.51,-1.59,-1.04,0.98
2022-01-31 10:14:03.1220,-0.296,-0.462,-1.083,-1.83,0.55,-2.94,-1.03,-1.42,1.12
2022-01-31 10:14:03.1330,-0.489,-0.391,-1.251,1.94,2.48,1.07,-0.27,-1.54,0.84
2022-01-31 10:14:03.1420,-0.435,-0.184,-1.105,3.68,1.79,2.73,0.44,-1.36,0.3
2022-01-31 10:14:03.1520,-0.373,-0.154,-1.075,3.02,-0.29,1.33,0.97,-1.33,-0.27
2022-01-31 10:14:03.1620,-0.323,-0.184,-1.048,2.29,-0.7,1.08,1.3,-1.49,-0.73
2022-01-31 10:14:03.1720,-0.353,-0.227,-0.978,1.67,-0.55,0.87,1.49,-1.68,-1.08
2022-01-31 10:14:03.1830,-0.449,-0.283,-0.871,1.84,-0.29,0.24,1.52,-1.66,-1.48
2022-01-31 10:14:03.1930,-0.484,-0.362,-0.829,2.67,0.09,-0.73,1.55,-1.71,-1.61
2022-01-31 10:14:03.2030,-0.334,-0.502,-0.817,2.9,0.7,-1.08,1.17,-1.47,-1.72
2022-01-31 10:14:03.2130,-0.196,-0.418,-0.709,1.34,1.94,-1.14,0.74,-1.37,-1.55
2022-01-31 10:14:03.2230,-0.109,-0.385,-0.756,-0.09,1.04,-2.15,0.53,-1.49,-1.18
2022-01-31 10:14:03.2330,-0.139,-0.376,-0.804,-1.04,0.65,-1.65,0.53,-1.49,-1.18
2022-01-31 10:14:03.2430,-0.279,-0.353,-0.834,-0.8,0.52,-1.15,0.12,-0.62,-0.21
2022-01-31 10:14:03.2530,-0.218,-0.29,-0.891,0.55,0.3,-0.85,-0.18,-0.03,0.15
2022-01-31 10:14:03.2630,-0.238,-0.288,-0.826,-0.05,-0.29,-0.31,-0.49,0.34,0.33
2022-01-31 10:14:03.2730,-0.259,-0.292,-0.955,0.18,-0.25,-0.97,-0.79,0.63,0.32
2022-01-31 10:14:03.2830,-0.316,-0.283,-0.923,0.44,-0.12,0.25,-1.04,0.88,0.19
2022-01-31 10:14:03.2930,-0.308,-0.241,-0.929,1.09,-0.1,-0.11,-1.4,1.39,0.15
2022-01-31 10:14:03.3040,-0.245,-0.182,-0.858,1.14,-0.37,-0.13,-1.68,1.38,0.23
2022-01-31 10:14:03.3140,-0.146,-0.146,-0.991,0.64,-0.78,-0.89,-1.66,1.32,0.31
2022-01-31 10:14:03.3240,-0.099,-0.178,-0.983,-0.22,-0.98,0.35,-1.47,1.19,0.31
2022-01-31 10:14:03.3340,-0.07,-0.154,-1.051,-0.58,-0.53,0.23,-1.1,0.87,0.16
2022-01-31 10:14:03.3440,-0.069,-0.106,-1.137,-0.81,-0.68,0.86,-0.63,0.41,-0.01
2022-01-31 10:14:03.3540,-0.053,-0.095,-1.173,-0.79,-1.12,1.69,-0.13,-0.16,-0.0
2022-01-31 10:14:03.3640,0.003,-0.078,-1.173,-0.99,-1.23,2.05,0.41,-0.73,0.15
2022-01-31 10:14:03.3740,0.035,-0.089,-1.158,-1.63,-1.44,2.07,0.91,-1.26,0.32
2022-01-31 10:14:03.3840,0.055,-0.099,-1.14,-2.09,-1.43,1.98,1.31,-1.77,0.41
2022-01-31 10:14:03.3940,0.054,-0.111,-1.099,-2.48,-1.46,1.88,1.31,-1.77,0.41
2022-01-31 10:14:03.4040,0.004,-0.145,-1.021,-2.71,-1.48,1.56,1.58,-2.63,0.42
2022-01-31 10:14:03.4140,-0.072,-0.209,-0.925,-2.48,-1.27,0.9,1.47,-2.85,0.4
2022-01-31 10:14:03.4240,-0.155,-0.258,-0.838,-2.0,-0.77,0.07,1.33,-2.75,0.32
2022-01-31 10:14:03.4350,-0.231,-0.258,-0.807,-1.43,-0.4,-0.67,1.28,-2.4,0.14
2022-01-31 10:14:03.4450,-0.318,-0.264,-0.836,-0.89,-0.52,-0.87,1.26,-1.93,-0.03
2022-01-31 10:14:03.4550,-0.372,-0.284,-0.866,-0.18,-0.57,-0.49,1.16,-1.41,-0.11
2022-01-31 10:14:03.4650,-0.364,-0.3,-0.84,0.24,-0.46,-0.12,0.96,-0.92,-0.09
2022-01-31 10:14:03.4750,-0.367,-0.285,-0.799,0.1,-0.38,-0.32,0.67,-0.45,-0.08
2022-01-31 10:14:03.4850,-0.385,-0.241,-0.772,0.1,-0.58,-0.69,0.35,-0.11,-0.14
2022-01-31 10:14:03.4950,-0.388,-0.236,-0.835,0.29,-1.05,-0.94,0.14,0.01,-0.17
2022-01-31 10:14:03.5050,-0.344,-0.327,-0.937,0.33,-1.11,-0.33,0.08,0.26,-0.22
2022-01-31 10:14:03.5150,-0.391,-0.338,-0.938,-0.06,-0.23,0.66,0.11,0.52,-0.28
2022-01-31 10:14:03.5250,-0.396,-0.289,-0.962,0.45,-0.15,0.66,0.12,0.64,-0.36
2022-01-31 10:14:03.5350,-0.395,-0.28,-0.959,0.58,-0.65,0.88,0.03,0.63,-0.44
2022-01-31 10:14:03.5450,-0.353,-0.29,-0.936,0.63,-0.75,0.82,-0.05,0.55,-0.51
2022-01-31 10:14:03.5550,-0.312,-0.312,-0.919,0.28,-0.66,0.58,-0.1,0.43,-0.53
2022-01-31 10:14:03.5660,-0.273,-0.326,-0.898,-0.06,-0.45,0.4,-0.14,0.24,-0.5
2022-01-31 10:14:03.5760,-0.251,-0.321,-0.914,-0.42,-0.32,0.18,-0.13,-0.02,-0.49
2022-01-31 10:14:03.5860,-0.281,-0.325,-0.939,-0.62,-0.38,0.34,-0.05,-0.18,-0.57
2022-01-31 10:14:03.5960,-0.311,-0.279,-0.948,-0.33,-0.35,0.59,0.09,-0.21,-0.73
2022-01-31 10:14:03.6060,-0.301,-0.249,-0.96,-0.01,-0.84,0.69,0.23,-0.12,-0.76
2022-01-31 10:14:03.6160,-0.187,-0.323,-0.928,-0.1,-1.19,0.82,0.26,-0.01,-0.66
2022-01-31 10:14:03.6260,-0.121,-0.344,-0.868,-1.2,-0.5,0.51,0.21,-0.0,-0.49
2022-01-31 10:14:03.6360,-0.076,-0.344,-0.856,-1.83,-0.31,-0.07,0.15,-0.02,-0.28
2022-01-31 10:14:03.6460,-0.097,-0.354,-0.85,-2.26,-0.33,-0.18,0.05,-0.0,-0.18
2022-01-31 10:14:03.6570,-0.172,-0.357,-0.831,-2.04,-0.24,-0.24,-0.07,0.13,-0.13
2022-01-31 10:14:03.6660,-0.219,-0.372,-0.816,-1.29,-0.2,-0.44,-0.25,0.26,-0.12
2022-01-31 10:14:03.6770,-0.247,-0.372,-0.805,-0.8,-0.03,-0.6,-0.43,0.45,-0.15
2022-01-31 10:14:03.6870,-0.282,-0.349,-0.798,-0.47,0.01,-0.75,-0.6,0.67,-0.21
2022-01-31 10:14:03.6970,-0.308,-0.33,-0.825,-0.05,-0.17,-0.86,-0.72,0.87,-0.23
2022-01-31 10:14:03.7070,-0.281,-0.345,-0.857,0.29,-0.3,-0.65,-0.78,0.93,-0.23
2022-01-31 10:14:03.7170,-0.272,-0.325,-0.895,0.11,-0.09,-0.39,-0.79,0.92,-0.23
2022-01-31 10:14:03.7270,-0.227,-0.324,-0.937,0.11,-0.22,-0.06,-0.71,0.78,-0.19
2022-01-31 10:14:03.7370,-0.226,-0.338,-1.003,-0.26,-0.17,0.31,-0.56,0.62,-0.23
2022-01-31 10:14:03.7470,-0.252,-0.282,-1.001,-0.21,0.0,0.92,-0.43,0.51,-0.25
2022-01-31 10:14:03.7570,-0.228,-0.33,-1.013,0.09,-0.53,0.88,-0.29,0.24,-0.28
2022-01-31 10:14:03.7670,-0.275,-0.342,-1.028,-0.12,-0.04,0.98,-0.16,0.09,-0.4
2022-01-31 10:14:03.7770,-0.293,-0.325,-0.96,0.37,0.08,1.13,-0.13,0.04,-0.48
2022-01-31 10:14:03.7870,-0.225,-0.342,-0.875,0.56,-0.08,0.46,-0.21,0.19,-0.38
2022-01-31 10:14:03.7980,-0.15,-0.342,-0.788,-0.07,0.11,-0.4,-0.4,0.46,-0.18
2022-01-31 10:14:03.8080,-0.139,-0.349,-0.735,-0.75,0.15,-1.28,-0.61,0.84,0.07
2022-01-31 10:14:03.8180,-0.185,-0.355,-0.772,-0.78,0.28,-1.84,-0.77,1.05,0.23
2022-01-31 10:14:03.8280,-0.225,-0.343,-0.847,-0.23,0.42,-1.53,-0.82,1.21,0.26
2022-01-31 10:14:03.8380,-0.252,-0.243,-0.904,0.27,0.38,-0.84,-0.79,1.33,0.24
2022-01-31 10:14:03.8480,-0.251,-0.233,-0.96,0.66,-0.53,-0.32,-0.74,1.33,0.28
2022-01-31 10:14:03.8580,-0.271,-0.248,-0.959,0.76,-0.55,0.18,-0.74,1.25,0.28
2022-01-31 10:14:03.8680,-0.271,-0.241,-0.888,1.06,-0.33,0.13,-0.8,1.1,0.29
2022-01-31 10:14:03.8780,-0.255,-0.249,-0.835,1.15,-0.32,-0.61,-0.89,0.84,0.28
2022-01-31 10:14:03.8880,-0.246,-0.26,-0.812,1.04,-0.15,-1.17,-0.96,0.5,0.28
2022-01-31 10:14:03.8980,-0.248,-0.259,-0.81,0.99,0.05,-1.42,-0.98,0.17,0.26
2022-01-31 10:14:03.9090,-0.263,-0.212,-0.832,1.01,0.15,-1.47,-0.92,-0.1,0.2
2022-01-31 10:14:03.9180,-0.296,-0.149,-0.861,1.14,-0.24,-1.26,-0.79,-0.27,0.15
2022-01-31 10:14:03.9280,-0.315,-0.111,-0.865,1.43,-0.78,-1.0,-0.65,-0.42,0.1
2022-01-31 10:14:03.9390,-0.335,-0.081,-0.863,1.56,-1.09,-0.96,-0.55,-0.66,0.11
2022-01-31 10:14:03.9490,-0.331,-0.086,-0.836,1.69,-1.34,-0.98,-0.51,-0.83,0.13
2022-01-31 10:14:03.9590,-0.318,-0.114,-0.809,1.55,-1.24,-1.25,-0.51,-0.83,0.13
2022-01-31 10:14:03.9690,-0.323,-0.103,-0.787,1.34,-0.91,-1.51,-0.5,-1.04,0.11
2022-01-31 10:14:03.9790,-0.359,-0.078,-0.792,1.28,-0.97,-1.7,-0.51,-1.21,-0.01
2022-01-31 10:14:03.9890,-0.408,-0.014,-0.821,1.52,-1.17,-1.64,-0.52,-1.34,-0.16
2022-01-31 10:14:03.9990,-0.383,0.029,-0.839,1.86,-1.76,-1.34,-0.52,-1.43,-0.14
2022-01-31 10:14:04.0090,-0.291,-0.036,-0.877,1.49,-2.13,-1.14,-0.52,-1.46,-0.05
2022-01-31 10:14:04.0190,-0.285,-0.03,-0.879,0.45,-1.44,-0.74,-0.57,-1.44,-0.02
2022-01-31 10:14:04.0290,-0.281,-0.007,-0.879,0.25,-1.44,-0.7,-0.66,-1.32,-0.02
2022-01-31 10:14:04.0390,-0.287,0.004,-0.857,0.1,-1.6,-0.67,-0.76,-1.14,0.0
2022-01-31 10:14:04.0500,-0.277,0.027,-0.854,0.05,-1.63,-0.88,-0.86,-1.01,0.05
2022-01-31 10:14:04.0590,-0.25,0.056,-0.862,-0.13,-1.78,-0.89,-0.92,-0.9,0.1
