time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-30 16:53:10.8750,0.186,-0.474,-0.749,-0.1,-0.01,-0.06,0.21,-1.37,-0.71
2022-01-30 16:53:10.8790,0.124,-0.423,-0.651,0.29,-0.26,-1.09,0.15,-1.27,-0.66
2022-01-30 16:53:10.8860,0.089,-0.422,-0.61,0.79,-0.74,-1.98,0.15,-1.27,-0.66
2022-01-30 16:53:10.8960,0.074,-0.402,-0.581,1.05,-0.7,-2.38,-0.06,-1.24,-0.77
2022-01-30 16:53:10.9060,0.092,-0.367,-0.551,1.08,-0.93,-2.7,-0.11,-1.22,-0.89
2022-01-30 16:53:10.9160,0.107,-0.361,-0.532,0.83,-1.22,-3.0,-0.07,-1.17,-0.95
2022-01-30 16:53:10.9260,0.114,-0.348,-0.519,0.64,-1.23,-3.2,0.05,-1.1,-0.96
2022-01-30 16:53:10.9360,0.12,-0.312,-0.504,0.53,-1.38,-3.35,0.2,-1.02,-0.91
2022-01-30 16:53:10.9460,0.124,-0.275,-0.48,0.35,-2.11,-3.74,0.35,-0.97,-0.81
2022-01-30 16:53:10.9560,0.123,-0.255,-0.47,0.35,-2.11,-3.74,0.45,-0.97,-0.67
2022-01-30 16:53:10.9660,0.116,-0.243,-0.464,0.31,-2.32,-3.82,0.51,-1.06,-0.55
2022-01-30 16:53:10.9770,0.109,-0.24,-0.473,0.31,-2.51,-3.74,0.51,-1.19,-0.47
2022-01-30 16:53:10.9870,0.095,-0.249,-0.497,0.31,-2.51,-3.74,0.47,-1.28,-0.41
2022-01-30 16:53:10.9970,0.057,-0.259,-0.516,0.4,-2.45,-3.5,0.41,-1.27,-0.39
2022-01-30 16:53:11.0070,0.018,-0.25,-0.531,0.7,-2.39,-3.32,0.33,-1.13,-0.42
2022-01-30 16:53:11.0160,-0.01,-0.234,-0.543,0.99,-2.53,-3.17,0.29,-0.88,-0.47
2022-01-30 16:53:11.0270,-0.024,-0.235,-0.556,1.3,-2.68,-2.89,0.31,-0.55,-0.5
2022-01-30 16:53:11.0370,-0.021,-0.24,-0.604,1.24,-2.66,-2.35,0.44,-0.19,-0.48
2022-01-30 16:53:11.0480,0.012,-0.267,-0.677,1.24,-2.66,-2.35,0.68,0.19,-0.35
2022-01-30 16:53:11.0570,0.069,-0.344,-0.729,0.91,-2.39,-1.61,0.98,0.56,-0.1
2022-01-30 16:53:11.0670,0.125,-0.45,-0.754,0.4,-1.67,-1.08,0.98,0.56,-0.1
2022-01-30 16:53:11.0770,0.172,-0.57,-0.792,-0.09,-0.71,-0.77,1.28,0.89,0.59
2022-01-30 16:53:11.0880,0.184,-0.687,-0.865,-0.46,0.34,-0.26,1.7,0.97,0.85
2022-01-30 16:53:11.0970,0.183,-0.792,-0.965,-0.49,2.19,1.71,1.77,0.68,0.9
2022-01-30 16:53:11.1080,0.161,-0.864,-1.068,-0.25,2.69,2.8,1.73,0.25,0.72
