time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-30 16:35:02.1780,0.127,-0.357,-0.777,0.17,0.14,-0.3,-0.25,0.65,-0.26
2022-01-30 16:49:39.1010,0.168,-0.355,-0.833,0.43,0.23,-1.19,-0.25,0.65,-0.26
2022-01-30 16:49:39.1090,0.193,-0.403,-0.874,-0.1,-0.38,-0.62,-0.07,0.2,-0.08
2022-01-30 16:49:39.1130,0.199,-0.412,-0.89,-0.3,0.05,-0.24,-0.01,-0.19,-0.04
2022-01-30 16:49:39.1230,0.189,-0.417,-0.882,-0.35,0.13,-0.13,0.02,-0.52,-0.06
2022-01-30 16:49:39.1330,0.167,-0.417,-0.868,-0.11,0.16,-0.38,0.02,-0.75,-0.08
2022-01-30 16:49:39.1440,0.135,-0.411,-0.857,-0.11,0.16,-0.38,-0.0,-0.87,-0.1
2022-01-30 16:49:39.1540,0.098,-0.419,-0.87,0.43,0.22,-0.35,-0.05,-0.89,-0.11
2022-01-30 16:49:39.1640,0.053,-0.421,-0.88,0.43,0.22,-0.35,-0.08,-0.8,-0.12
2022-01-30 16:49:39.1740,0.006,-0.388,-0.873,0.82,0.21,-0.29,-0.04,-0.66,-0.16
2022-01-30 16:49:39.1840,-0.021,-0.354,-0.877,1.21,-0.13,-0.36,0.02,-0.5,-0.19
2022-01-30 16:49:39.1940,-0.041,-0.347,-0.885,1.57,-0.49,-0.23,0.09,-0.41,-0.18
2022-01-30 16:49:39.2040,-0.049,-0.356,-0.92,1.57,-0.49,-0.23,0.15,-0.43,-0.15
2022-01-30 16:49:39.2150,-0.051,-0.367,-0.954,1.61,-0.4,0.13,0.2,-0.53,-0.13
2022-01-30 16:49:39.2250,-0.063,-0.375,-0.967,1.58,-0.3,0.45,0.23,-0.62,-0.13
2022-01-30 16:49:39.2340,-0.084,-0.384,-0.955,1.67,-0.25,0.55,0.24,-0.64,-0.13
2022-01-30 16:49:39.2450,-0.11,-0.396,-0.935,1.83,-0.17,0.41,0.25,-0.57,-0.15
2022-01-30 16:49:39.2550,-0.133,-0.406,-0.915,2.04,-0.08,0.22,0.25,-0.43,-0.17
2022-01-30 16:49:39.2650,-0.151,-0.418,-0.889,2.23,0.0,0.02,0.25,-0.43,-0.17
2022-01-30 16:49:39.2750,-0.164,-0.432,-0.875,2.39,0.11,-0.22,0.19,-0.01,-0.21
2022-01-30 16:49:39.2850,-0.166,-0.437,-0.875,2.53,0.25,-0.3,0.15,0.12,-0.25
2022-01-30 16:49:39.2950,-0.151,-0.434,-0.885,2.4,0.22,-0.21,0.15,0.17,-0.3
2022-01-30 16:49:39.3050,-0.129,-0.439,-0.882,2.2087949220836163,0.27,-0.24,0.14,0.15,-0.35
2022-01-30 16:49:39.3150,-0.108,-0.453,-0.885,2.2,0.27,-0.24,0.12,0.06,-0.4
2022-01-30 16:49:39.3250,-0.097,-0.464,-0.895,2.03,0.4,-0.19,0.09,-0.08,-0.44
2022-01-30 16:49:39.3350,-0.087,-0.474,-0.898,1.93,0.51,-0.09,0.05,-0.24,-0.49
2022-01-30 16:49:39.3450,-0.079,-0.477,-0.896,1.76,0.62,-0.1,0.03,-0.35,-0.54
2022-01-30 16:49:39.3550,-0.074,-0.471,-0.882,1.76,0.62,-0.1,0.02,-0.42,-0.59
2022-01-30 16:49:39.3650,-0.068,-0.464,-0.879,1.7,0.56,-0.26,0.02,-0.46,-0.61
2022-01-30 16:49:39.3750,-0.06,-0.47,-0.883,1.52,0.58,-0.24,0.05,-0.47,-0.61
2022-01-30 16:49:39.3850,-0.051,-0.469,-0.879,1.52,0.58,-0.24,0.09,-0.44,-0.59
2022-01-30 16:49:39.3950,-0.039,-0.466,-0.887,1.41,0.55,-0.27,0.15,-0.42,-0.56
2022-01-30 16:49:39.4050,-0.026,-0.467,-0.898,1.27,0.52,-0.18,0.22,-0.41,-0.5
2022-01-30 16:49:39.4150,-0.012,-0.477,-0.917,1.13,0.53,-0.07,0.28,-0.44,-0.43
2022-01-30 16:49:39.4250,0.002,-0.487,-0.94,0.81,0.68,0.37,0.35,-0.5,-0.37
2022-01-30 16:49:39.4360,0.012,-0.491,-0.962,0.81,0.68,0.37,0.43,-0.59,-0.32
2022-01-30 16:49:39.4460,0.019,-0.489,-0.986,0.67,0.67,0.61,0.52,-0.65,-0.27
2022-01-30 16:49:39.4550,0.019,-0.491,-0.99,0.57,0.61,0.84,0.65,-0.61,-0.21
2022-01-30 16:49:39.4650,0.014,-0.492,-0.983,0.53,0.59,0.88,0.65,-0.61,-0.21
2022-01-30 16:49:39.4760,0.007,-0.486,-0.976,0.58,0.37,0.82,0.94,-0.37,-0.08
2022-01-30 16:49:39.4860,0.008,-0.478,-0.977,0.58,0.37,0.82,1.03,-0.27,-0.04
2022-01-30 16:49:39.4950,0.011,-0.475,-0.977,0.49,0.09,0.92,1.08,-0.18,-0.0
2022-01-30 16:49:39.5060,0.015,-0.478,-0.973,0.44,0.03,0.91,1.1,-0.07,0.05
2022-01-30 16:49:39.5150,0.029,-0.482,-0.948,0.44,0.03,0.91,1.1,0.05,0.1
2022-01-30 16:49:39.5250,0.045,-0.487,-0.933,0.14,-0.07,0.64,1.09,0.13,0.14
2022-01-30 16:49:39.5360,0.056,-0.49,-0.932,0.14,-0.07,0.64,1.09,0.13,0.14
2022-01-30 16:49:39.5460,0.067,-0.49,-0.934,0.03,-0.14,0.68,1.08,0.03,0.2
