time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-02-08 11:18:24.4320,0.194,-0.357,-0.87,-0.12,0.05,-0.63,-0.1,-0.19,0.04
2022-02-08 11:18:24.4390,0.212,-0.367,-0.898,-0.25,0.18,-0.69,-0.16,-0.22,0.05
2022-02-08 11:18:24.4500,0.216,-0.372,-0.914,-0.49,0.29,-0.45,-0.2,-0.26,0.06
2022-02-08 11:18:24.4600,0.224,-0.377,-0.92,-0.61,0.37,-0.24,-0.2,-0.27,0.1
2022-02-08 11:18:24.4700,0.219,-0.375,-0.921,-0.69,0.44,-0.15,-0.16,-0.24,0.14
2022-02-08 11:18:24.4800,0.213,-0.373,-0.917,-0.75,0.47,-0.12,-0.1,-0.17,0.18
2022-02-08 11:18:24.4900,0.211,-0.374,-0.912,-0.69,0.45,-0.15,-0.07,-0.14,0.21
2022-02-08 11:18:24.5000,0.208,-0.373,-0.905,-0.68,0.45,-0.2,-0.08,-0.16,0.21
2022-02-08 11:18:24.5100,0.193,-0.355,-0.889,-0.68,0.47,-0.25,-0.15,-0.22,0.2
2022-02-08 11:18:24.5200,0.168,-0.334,-0.878,-0.64,0.39,-0.39,-0.19,-0.22,0.16
2022-02-08 11:18:24.5300,0.159,-0.321,-0.867,-0.43,0.19,-0.52,-0.2,-0.14,0.11
2022-02-08 11:18:24.5400,0.169,-0.314,-0.89,-0.27,0.04,-0.66,-0.13,-0.04,0.08
2022-02-08 11:18:24.5500,0.184,-0.311,-0.934,-0.28,-0.05,-0.64,-0.0,0.02,0.07
2022-02-08 11:18:24.5600,0.199,-0.327,-0.925,-0.43,-0.11,-0.22,0.11,0.08,0.08
2022-02-08 11:18:24.5700,0.218,-0.33,-0.898,-0.55,-0.05,-0.01,0.18,0.12,0.11
2022-02-08 11:18:24.5810,0.244,-0.335,-0.885,-0.72,0.05,-0.26,0.24,0.15,0.18
2022-02-08 11:18:24.5910,0.254,-0.335,-0.847,-0.91,0.01,-0.43,0.3,0.21,0.25
