time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-25 17:39:14.0920,0.028,-0.514,-0.787,0.27,0.51,-0.64,-0.68,-0.74,-0.7
2022-01-25 17:39:22.3380,0.033,-0.493,-0.741,0.17,0.64,-1.18,-0.7,-0.67,-0.69
2022-01-25 17:39:22.3460,0.037,-0.471,-0.778,0.07,0.4,-1.52,-0.69,-0.6,-0.63
2022-01-25 17:39:22.3560,0.028,-0.482,-0.801,0.11,0.53,-1.04,-0.69,-0.6,-0.63
2022-01-25 17:39:22.3660,0.023,-0.472,-0.779,0.11,0.53,-1.04,-0.6,-0.32,-0.49
2022-01-25 17:39:22.3760,0.026,-0.445,-0.777,0.11,0.42,-1.29,-0.6,-0.32,-0.49
2022-01-25 17:39:22.3850,0.033,-0.437,-0.792,0.06,0.23,-1.26,-0.55,-0.2,-0.42
2022-01-25 17:39:22.3940,0.038,-0.446,-0.809,-0.01,0.27,-1.13,-0.51,-0.15,-0.35
2022-01-25 17:39:22.4050,0.037,-0.447,-0.808,-0.04,0.4,-1.0,-0.43,-0.13,-0.31
2022-01-25 17:39:22.4140,0.039,-0.455,-0.797,-0.03,0.45,-1.08,-0.33,-0.15,-0.29
2022-01-25 17:39:22.4250,0.041,-0.473,-0.793,-0.06,0.59,-1.19,-0.04,-0.23,-0.28
2022-01-25 17:39:22.4350,0.035,-0.489,-0.778,-0.07,0.78,-1.25,0.12,-0.23,-0.27
2022-01-25 17:39:22.4450,0.027,-0.5,-0.752,0.06037228234112263,1.0323338171839715,-1.6730363327264786,0.12,-0.23,-0.27
2022-01-25 17:39:22.4560,0.02,-0.511,-0.738,0.06,1.03,-1.68,0.25,-0.22,-0.29
2022-01-25 17:39:22.4660,0.016,-0.523,-0.741,0.11,1.11,-1.74,0.33,-0.22,-0.32
2022-01-25 17:39:22.4760,0.015,-0.537,-0.726,0.13,1.21,-1.72,0.34,-0.09,-0.36
2022-01-25 17:39:22.4860,0.011,-0.547,-0.693,0.15,1.32,-1.92,0.29,0.02,-0.4
2022-01-25 17:39:22.4960,0.011,-0.551,-0.677,0.19,1.37,-2.21,0.21,0.11,-0.44
2022-01-25 17:39:22.5070,0.016,-0.558,-0.682,0.18,1.45,-2.23,0.13,0.16,-0.48
2022-01-25 17:39:22.5170,0.021,-0.563,-0.687,0.18,1.45,-2.23,0.03,0.21,-0.51
2022-01-25 17:39:22.5270,0.028,-0.566,-0.688,0.16,1.48,-2.19,-0.06,0.28,-0.54
2022-01-25 17:39:22.5370,0.036,-0.569,-0.692,0.09,1.54,-2.14,-0.06,0.28,-0.54
2022-01-25 17:39:22.5470,0.046,-0.57,-0.694,0.09,1.54,-2.14,-0.2,0.43,-0.56
2022-01-25 17:39:22.5570,0.061,-0.579,-0.699,-0.06,1.71,-2.05,-0.24,0.48,-0.55
2022-01-25 17:39:22.5670,0.076,-0.591,-0.72,-0.06,1.71,-2.05,-0.26,0.5,-0.56
2022-01-25 17:39:22.5770,0.085,-0.598,-0.749,-0.12,1.85,-1.82,-0.26,0.51,-0.58
2022-01-25 17:39:22.5870,0.091,-0.604,-0.781,-0.14,1.94,-1.53,-0.28,0.51,-0.58
2022-01-25 17:39:22.5970,0.091,-0.613,-0.807,-0.11,2.04,-1.24,-0.27,0.57,-0.61
2022-01-25 17:39:22.6070,0.1,-0.623,-0.841,-0.05,2.15,-0.99,-0.27,0.57,-0.61
2022-01-25 17:39:22.6170,0.121,-0.642,-0.886,-0.1,2.3,-0.63,-0.17,0.43,-0.64
