time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-31 9:36:57.4580,0.183,-0.075,-1.01,-0.26,-0.24,0.37,-0.1,-0.36,0.17
2022-01-31 9:37:39.8230,0.18,-0.048,-0.97,-0.26,-0.49,-0.04,-0.16,-0.31,0.17
2022-01-31 9:37:39.8310,0.173,-0.038,-0.948,-0.22,-0.63,-0.33,-0.22,-0.22,0.18
2022-01-31 9:37:39.8410,0.175,-0.04,-0.957,-0.24,-0.59,-0.33,-0.24,-0.13,0.19
2022-01-31 9:37:39.8510,0.176,-0.03,-0.99,-0.29,-0.64,-0.03,-0.21,-0.03,0.2
2022-01-31 9:37:39.8610,0.17,-0.019,-1.008,-0.23,-0.75,0.2,-0.13,0.06,0.2
2022-01-31 9:37:39.8710,0.164,-0.014,-1.02,-0.17,-0.79,0.31,-0.02,0.09,0.18
2022-01-31 9:37:39.8810,0.158,-0.007,-1.033,-0.1,-0.87,0.46,0.04,0.07,0.14
2022-01-31 9:37:39.8910,0.156,-0.01,-1.012,-0.07,-0.88,0.35,0.06,0.03,0.1
2022-01-31 9:37:39.9010,0.154,-0.031,-0.977,-0.06,-0.7,0.01,0.02,-0.02,0.06
2022-01-31 9:37:39.9110,0.146,-0.041,-0.948,0.01,-0.57,-0.29,-0.06,-0.05,0.02
2022-01-31 9:37:39.9210,0.141,-0.046,-0.934,0.07,-0.52,-0.48,-0.13,-0.04,-0.02
2022-01-31 9:37:39.9310,0.15,-0.057,-0.922,0.02,-0.42,-0.59,-0.17,0.01,-0.03
2022-01-31 9:37:39.9410,0.163,-0.07,-0.928,-0.11,-0.25,-0.59,-0.17,0.07,-0.02
2022-01-31 9:37:39.9520,0.178,-0.069,-0.951,-0.24,-0.21,-0.39,-0.15,0.12,-0.01
2022-01-31 9:37:39.9620,0.189,-0.06,-0.978,-0.35,-0.27,-0.12,-0.13,0.16,-0.02
2022-01-31 9:37:39.9720,0.194,-0.053,-0.988,-0.39,-0.34,0.03,-0.14,0.17,-0.04
2022-01-31 9:37:39.9820,0.205,-0.049,-0.98,-0.46,-0.37,-0.02,-0.17,0.2,-0.05
2022-01-31 9:37:39.9920,0.223,-0.053,-0.977,-0.61,-0.33,-0.08,-0.2,0.22,-0.05
