time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-01-25 17:27:02.0450,0.282,-0.371,-0.73,-0.58,0.16,0.14,-0.31,0.26,-0.04
2022-01-25 17:27:15.4730,0.332,-0.34,-0.724,-0.52,0.05,-0.56,-0.22,0.29,-0.09
2022-01-25 17:27:15.4830,0.359,-0.307,-0.829,-1.25,-0.87,-1.44,-0.11,0.03,-0.1
2022-01-25 17:27:15.4930,0.401,-0.322,-0.836,-1.25,-0.87,-1.44,0.03,-0.2,-0.03
2022-01-25 17:27:15.5040,0.416,-0.322,-0.811,-1.53,-1.16,-0.44,0.15,-0.35,0.07
2022-01-25 17:27:15.5140,0.396,-0.297,-0.798,-2.0983043271303177,-1.06,-0.72,0.22,-0.41,0.18
2022-01-25 17:27:15.5240,0.364,-0.289,-0.799,-2.1,-1.06,-0.72,0.24,-0.4,0.27
2022-01-25 17:27:15.5330,0.332,-0.299,-0.802,-1.93,-1.32,-0.84,0.22,-0.28,0.34
2022-01-25 17:27:15.5440,0.292,-0.301,-0.795,-1.66,-1.4,-0.8,0.18,-0.12,0.37
2022-01-25 17:27:15.5540,0.254,-0.305,-0.79,-1.36,-1.32,-0.78,0.13,0.05,0.36
2022-01-25 17:27:15.5640,0.23,-0.331,-0.78,-0.63,-1.28,-0.91,0.13,0.05,0.36
2022-01-25 17:27:15.5730,0.214,-0.365,-0.773,-0.4,-1.0,-0.99,-0.0,0.22,0.27
2022-01-25 17:27:15.5830,0.216,-0.389,-0.768,-0.25,-0.68,-1.06,-0.06,0.21,0.22
2022-01-25 17:27:15.5930,0.226,-0.415,-0.769,-0.28,-0.44,-1.11,-0.12,0.16,0.2
2022-01-25 17:27:15.6030,0.232,-0.439,-0.764,-0.28,-0.44,-1.11,-0.17,0.15,0.21
2022-01-25 17:27:15.6130,0.229,-0.457,-0.742,-0.37,-0.18,-1.09,-0.22,0.18,0.24
2022-01-25 17:27:15.6230,0.212,-0.464,-0.729,-0.37,0.25,-1.4,-0.26,0.21,0.27
2022-01-25 17:27:15.6330,0.194,-0.458,-0.748,-0.37,0.25,-1.4,-0.27,0.2,0.29
2022-01-25 17:27:15.6450,0.182,-0.461,-0.754,-0.18,0.33,-1.49,-0.23,0.17,0.33
2022-01-25 17:27:15.6540,0.163,-0.468,-0.744,-0.02,0.28,-1.31,-0.15,0.11,0.38
2022-01-25 17:27:15.6650,0.145,-0.47,-0.74,0.1,0.33,-1.29,-0.04,0.03,0.42
2022-01-25 17:27:15.6750,0.133,-0.477,-0.732,0.28,0.4,-1.38,0.1,-0.04,0.46
